Date,Range_W_F1,Range_W_F2,Range_C_F1,Range_C_F2,Range_O_F1,Range_O_F2
18-11-1920,0.042746234,0.036453184,0.013072082,0.041111388,0.023530497,0.03509132
19-11-1920,0.047954393,0.03509132,NaN,0.053031571,0.050727524,0.058543456
20-11-1920,0.049480057,0.092295405,NaN,0.051526549,0.05246357,0.037426406
22-11-1920,0.079358278,0.061087692,NaN,0.040757992,0.060064241,0.043711433
23-11-1920,0.067139303,0.061538559,NaN,0.04849435,0.061313185,0.041242959
24-11-1920,0.051608503,0.061087692,NaN,0.036478209,0.033901552,0.028749413
26-11-1920,0.034909815,0.028170877,0.015267472,0.040190881,0.029648694,0.025001302
27-11-1920,0.028352415,0.039898909,NaN,0.030443751,0.024692613,0.022611446
29-11-1920,0.037740328,0.03608639,NaN,0.031275818,0.026317308,0.018163971
30-11-1920,0.024282343,0.032789823,0.00292826,0.030122759,0.024582243,0.018424267
01-12-1920,0.059943036,0.045789555,0.044850566,0.026011049,0.022372298,0.01639381
02-12-1920,0.043871884,0.058148723,0.048373584,0.04071475,0.047422679,0.035789108
03-12-1920,0.03782957,0.034191365,0.028013036,0.023810649,0.029789437,0.023623146
04-12-1920,0.031637085,0.03751196,0.027549952,0.023592182,0.02515856,0.029213372
06-12-1920,0.039665256,0.048790164,0.053345981,0.039876666,0.042646056,0.024599159
07-12-1920,0.039175516,0.035256295,0.026811257,0.028462465,0.028987537,0.032601161
08-12-1920,0.041549003,0.045736009,0.023020651,0.023592182,0.022846269,0.023122417
09-12-1920,0.040578359,0.030140919,0.029934208,0.019802627,0.0268889,0.017324784
10-12-1920,0.030771659,0.033901552,0.051293294,0.092115289,0.038631413,0.043831717
11-12-1920,0.036279674,0.035047392,0.021787354,0.020906685,0.015201161,0.018163971
13-12-1920,0.043120453,0.041333373,0.033168145,0.023661507,0.021506205,0.028341978
14-12-1920,0.025702349,0.036500402,0.032148121,0.035194248,0.014878064,0.016000341
15-12-1920,0.024243612,0.037504395,0.037740328,0.027069322,0.043963123,0.053843232
16-12-1920,0.032591901,0.038974134,0.032308243,0.006116227,0.033152207,0.029538012
17-12-1920,0.039597255,0.032141209,0.038071948,0.030305349,0.01754431,0.035755649
18-12-1920,0.021152375,0.024332101,0.026050677,NaN,0.021414095,0.02049252
20-12-1920,0.023669744,0.025847593,0.008658063,0.032119549,0.019088597,0.020367303
21-12-1920,0.023530497,0.028067736,0.040937262,0.011494379,0.016807118,0.016096927
22-12-1920,0.030213779,0.02607224,0.038384243,0.014815086,0.021414095,0.018349139
23-12-1920,0.023669744,0.024243612,0.022472856,NaN,0.014878064,0.010131799
24-12-1920,0.011764842,0.013325455,0.025679014,NaN,0.021414095,0.012170536
27-12-1920,0.005899722,0.01340666,0.020086759,0.020498522,0.010810916,0.016360283
28-12-1920,0.015597197,0.014778594,0.028411002,0.008862687,0.01754431,0.006179216
29-12-1920,0.038374013,0.031709974,0.044700179,0.026433257,0.029980832,0.018386626
30-12-1920,0.011668744,0.027431654,0.041385216,NaN,0.02123222,0.010131799
31-12-1920,0.013937508,0.02268754,0.057987258,0.011764842,0.037899273,0.010152371
03-01-1921,0.048733541,0.05387299,0.032119549,0.030526591,0.022155992,0.037426406
04-01-1921,0.022858138,0.024838651,0.00878483,0.022562337,0.016064603,0.0102565
05-01-1921,0.023475256,0.024214258,0.005943554,0.014855101,0.018349139,0.022846269
06-01-1921,0.039817906,0.037694432,0.019160498,0.025521869,0.018500014,0.018848726
07-01-1921,0.018648559,0.023101331,0.004441162,0.018843088,0.008247469,0.0104713
08-01-1921,0.017331456,0.018083675,0.008862687,0.012056409,0.006179216,0.010449416
10-01-1921,0.030912593,0.016786965,NaN,0.008075414,0.008247469,0.010449416
11-01-1921,0.015677813,0.010632114,NaN,0.005376357,0.006179216,0.008350779
12-01-1921,0.033447934,0.039864599,0.016000341,0.009364617,0.014388737,0.01252626
13-01-1921,0.028636318,0.028920466,0.011628038,0.010695289,0.016427474,0.0166324
14-01-1921,0.02681725,0.023338282,0.001463058,0.006724975,0.008281621,0.0104713
15-01-1921,0.017153079,0.020250841,NaN,0.044451763,0.053374461,0.043203263
17-01-1921,0.020595694,0.024486144,0.021440331,0.016949558,0.019672766,0.015435808
18-01-1921,0.022728251,0.020202707,0.006134989,0.027047912,0.021882711,0.015435808
19-01-1921,0.015055293,0.018237588,NaN,0.016023649,0.017778246,0.017897569
20-01-1921,0.026917951,0.027128667,NaN,0.013110166,0.015607898,0.015642777
21-01-1921,0.044133578,0.05051579,NaN,0.127179563,0.040637646,0.038422805
22-01-1921,0.0299603,0.026907453,NaN,0.016236519,0.018223739,0.015963851
24-01-1921,0.025975486,0.026235109,0.012698583,0.018882188,0.00900907,0.009029407
25-01-1921,0.023782334,0.025253867,0.015898586,0.021978907,0.022676709,0.020432039
26-01-1921,0.030508773,0.03244931,NaN,0.019389123,0.032636929,0.0304117
27-01-1921,0.039560165,0.043628862,NaN,0.015015297,0.01415118,0.023530497
28-01-1921,0.026635957,0.025941792,NaN,0.01342302,0.021004273,0.025553074
29-01-1921,0.019680832,0.023810649,NaN,0.013688427,0.01913934,0.016529302
31-01-1921,0.027095254,0.035836615,0.016807118,0.02756683,0.02634883,0.026098753
01-02-1921,0.027991649,0.028867984,0.01560094,0.013626252,0.021978907,0.014388737
02-02-1921,0.02161559,0.027212564,0.024503523,0.016430541,0.019231362,0.021353124
03-02-1921,0.037544863,0.039977756,0.016988826,0.013503581,0.021925361,0.019048195
04-02-1921,0.033137558,0.030814763,0.021739987,0.021116923,0.019512814,0.021403909
05-02-1921,0.037593539,0.035865913,0.030583423,0.026747508,0.040337616,0.037041272
07-02-1921,0.024344572,0.027324104,0.024280404,0.023565155,0.021102776,0.022989518
08-02-1921,0.061087692,0.068806634,0.042366396,0.04118229,0.053191729,0.054808236
09-02-1921,0.036950016,0.0339902,0.023775265,0.017391743,0.025086834,0.022422464
10-02-1921,0.042456346,0.032491487,0.025242617,0.018827493,0.020478531,0.022422464
11-02-1921,0.019418086,0.020806993,0.013284328,0.007220248,0.020478531,0.017857617
14-02-1921,0.048028438,0.046162042,0.043485112,0.045269398,0.035718083,0.037490609
15-02-1921,0.04554202,0.055949954,0.050572574,0.050591786,0.054420391,0.047422679
16-02-1921,0.024349029,0.027634549,0.020877585,0.017651511,0.021645867,0.017094433
17-02-1921,0.022340729,0.02607224,0.025533302,0.024828862,0.026317308,0.023888215
18-02-1921,0.029500664,0.033816622,0.031297007,0.027702603,0.035323761,0.023992427
19-02-1921,0.021965858,0.02142489,0.024234971,0.023661507,0.024364439,0.032647078
21-02-1921,0.015090246,0.012315427,0.015352709,0.012236726,0.019544596,0.017021688
23-02-1921,0.01044699,0.018507623,0.013986242,0.012337374,0.017429635,0.021368334
24-02-1921,0.024838651,0.030267128,0.020000667,0.015309972,0.026668247,0.019672766
25-02-1921,0.02171376,0.025642431,0.027438544,0.025246783,0.029117399,0.026317308
26-02-1921,0.010695289,0.015209419,0.023055776,0.016760169,0.024527428,0.021834929
28-02-1921,0.02268754,0.028063066,0.026240573,0.022567954,0.026907453,0.026317308
01-03-1921,0.014440684,0.016592595,0.015953928,0.014064929,0.015642777,0.017467693
02-03-1921,0.016607736,0.023825578,0.021292501,0.013755375,0.01754431,0.015005641
03-03-1921,0.017762456,0.018692133,0.011299555,0.012337374,0.015300845,0.014973542
04-03-1921,0.023256862,0.017220598,0.019608471,0.014956091,0.019502243,0.014783796
05-03-1921,0.013969959,0.015961051,0.009769792,0.005449605,0.010810916,0.008474627
07-03-1921,0.018957914,0.019925939,0.012667305,0.006825965,0.015267472,0.012848142
08-03-1921,0.017975319,0.01319529,0.011315538,0.009608859,0.013216051,0.012931215
09-03-1921,0.033778845,0.031668257,0.031297007,0.03170493,0.022272636,0.023992427
10-03-1921,0.016706833,0.067551766,0.015526071,0.015079107,0.017817843,0.015234245
11-03-1921,0.020770447,0.023256862,0.035846132,0.012561226,0.029716472,0.04735947
12-03-1921,0.02607224,0.031416196,0.014388737,0.015331311,0.023149182,0.020202707
14-03-1921,0.04066634,0.052185753,0.029156584,0.021142437,0.030483017,0.029648694
15-03-1921,0.021809716,0.02695581,0.02339288,0.018323275,0.030698987,0.02746168
16-03-1921,0.022872662,0.022622389,0.005780363,0.00836825,0.013953715,0.00900907
17-03-1921,0.025222018,0.032002731,0.018909654,0.021053409,0.028104894,0.031820867
18-03-1921,0.023048395,0.027212564,0.017699577,0.014164543,0.021454935,0.009216655
19-03-1921,0.01436994,0.023727561,0.011976191,0.010035927,0.012121361,0.016336419
21-03-1921,0.033638359,0.035506688,0.034563921,0.033072748,0.048671406,0.037387532
22-03-1921,0.033006296,0.032557723,0.029165536,0.029327615,0.027398974,0.026098753
23-03-1921,0.023810649,0.026743325,0.030962226,0.020086759,0.037179003,0.028573372
24-03-1921,0.030405515,0.025497132,0.015649772,0.01492565,0.017478597,0.01676686
26-03-1921,0.026077097,0.018323275,0.017174505,0.016381602,0.019656653,0.019093659
28-03-1921,0.028352415,0.022567954,0.01569891,0.01492565,0.014851758,0.021557721
29-03-1921,0.018904155,0.020848566,0.020329082,0.022305758,0.022086787,0.021403909
30-03-1921,0.025576842,0.035190119,0.03373814,0.035144946,0.045577508,0.031826432
31-03-1921,0.012903405,0.020173595,0.016474837,0.01725533,0.023286951,0.022585653
01-04-1921,0.042249547,0.059490776,0.02821764,0.030041785,0.044921687,0.051162052
02-04-1921,0.031044622,0.029644717,0.023609866,0.019169916,0.027324104,0.036943515
04-04-1921,0.021882711,0.031361455,0.021721823,0.019018006,0.029852963,0.036462373
05-04-1921,0.034786116,0.058063801,0.02321829,0.023493641,0.034531984,0.033293728
06-04-1921,0.019132298,0.028830826,0.016778917,0.017419284,0.027175585,0.015625318
07-04-1921,0.016236519,0.019591009,0.015012792,0.01569891,0.01342302,0.020619287
08-04-1921,0.023704814,0.026620915,0.013355791,0.014140063,0.013387081,0.020619287
09-04-1921,0.00896867,0.057557297,0.010033529,0.006299233,0.013351333,0.01542447
11-04-1921,0.048790164,0.028624495,0.04407493,0.04134134,0.037437527,0.031090587
12-04-1921,0.020586634,0.018282045,0.024649135,0.028077815,0.027626066,0.02396919
13-04-1921,0.044380014,0.04059598,0.042940407,0.037041272,0.061991676,0.046141156
14-04-1921,0.03132985,0.024460298,0.023658974,0.022090958,0.034289073,0.027398974
15-04-1921,0.031022896,0.033711057,0.026907453,0.025105921,0.025176155,0.02710193
16-04-1921,0.034868826,0.014706147,0.021016535,0.018077731,0.035377839,0.026386755
18-04-1921,0.048790164,0.046520016,0.031416196,0.034345158,0.048527041,0.044451763
19-04-1921,0.021364822,0.023256862,0.010657294,0.0150883,0.019418086,0.013387081
20-04-1921,0.047124885,0.040663879,0.056961039,0.049433458,0.068053463,0.055059777
21-04-1921,0.022223137,0.022814678,0.020305266,0.017814236,0.023842189,0.025708357
22-04-1921,0.026378566,0.024460298,0.031537884,0.0319516,0.021164811,0.02051354
23-04-1921,0.019863143,0.01677579,0.021329767,0.017309638,0.0104713,0.010178205
25-04-1921,0.037504395,0.028437935,0.02990256,0.030426687,0.037537919,0.031090587
26-04-1921,0.025438574,0.025438574,0.025275145,0.024253412,0.021739987,0.023716527
27-04-1921,0.023679086,0.024552697,0.020134908,0.027267126,0.032611586,0.026248226
28-04-1921,0.022258471,0.019194447,0.034665516,0.024692613,0.027856955,0.013387081
29-04-1921,0.027524673,0.020658012,0.026202372,0.028124269,0.028013036,0.026668247
30-04-1921,0.013814494,0.022472856,0.028421096,0.025022156,0.020029282,0.037537919
02-05-1921,0.025431438,0.023788862,0.032453745,0.024214258,0.025246783,0.021053409
03-05-1921,0.060537213,0.027053047,0.023570115,0.024058899,0.016949558,0.015831465
04-05-1921,0.042559614,0.034206755,0.030254408,0.032157112,0.045205437,0.045280705
05-05-1921,0.06088221,0.05274292,0.038823441,0.040360603,0.059255696,0.050610001
06-05-1921,0.044997366,0.041385216,0.021541844,0.026921658,0.032611586,0.044105722
07-05-1921,0.040255262,0.0226688,0.020408872,0.020985435,0.013793322,0.015666117
09-05-1921,0.045787683,0.038669141,0.01011813,0.01615544,0.030515544,0.02883555
10-05-1921,0.053990384,0.022948933,0.015037877,0.015949301,0.005509656,0.023347364
11-05-1921,0.049690847,0.043598884,0.028077815,0.028482938,0.048527041,0.043429558
12-05-1921,0.023661507,0.024180798,0.01154176,0.014252023,0.008032172,0.022756987
13-05-1921,0.034846731,0.037121224,0.01642073,0.017419284,0.021277398,0.025253867
14-05-1921,0.025317808,0.027230492,0.023334392,0.027354883,0.021622464,0.025708357
16-05-1921,0.0370667,0.019048195,0.020000667,0.028894466,0.037842353,0.020461072
17-05-1921,0.029852963,0.02923682,0.018597324,0.017989038,0.019048195,0.023286951
18-05-1921,0.02314603,0.036117425,0.019672766,0.019672766,0.010840215,0.025975486
19-05-1921,0.038594278,0.033901552,0.030771659,0.029754261,0.013717636,0.025975486
20-05-1921,0.042124926,0.034401427,0.01020417,0.031537884,0.032523192,0.025975486
21-05-1921,0.04428768,0.03971928,0.040821995,0.035951584,0.065212149,0.089612159
23-05-1921,0.029852963,0.037213596,0.020408872,0.017785432,0.038221213,0.041318149
24-05-1921,0.079947146,0.065823297,0.051894488,0.052685767,0.087011377,0.083680816
25-05-1921,0.077523361,0.031229304,0.037372343,0.032636929,0.043590436,0.046846973
26-05-1921,0.041964199,0.040066993,0.014815086,0.017474631,0.022989518,0.026798193
27-05-1921,0.039127694,0.031252544,0.041739606,0.04375698,0.017566324,0.029270382
28-05-1921,0.026317308,0.018779895,0.017419284,0.018576386,0.012837147,0.019560526
31-05-1921,0.08944506,0.021572485,0.034217957,0.030630266,0.030229002,0.024332101
01-06-1921,0.061534788,NaN,0.022814678,0.033285978,0.035932009,0.037041272
02-06-1921,0.038937868,NaN,0.020990276,0.030862111,0.023924586,0.022989518
03-06-1921,0.037414436,NaN,0.026668247,0.026668247,0.036279674,0.032636929
04-06-1921,0.038868869,0.067026757,0.016988826,0.019682694,0.027398974,0.021506205
06-06-1921,0.036984184,0.034665516,0.013899838,0.015197861,0.025253867,0.016929062
07-06-1921,0.029165536,0.034191365,0.0217738,0.009188426,0.023167059,0.022032715
08-06-1921,0.030443751,0.018917159,0.023716527,0.020202707,0.010443959,0.019950786
09-06-1921,0.052566846,0.046909773,0.028801991,0.025237933,0.031832927,0.033039854
10-06-1921,0.03054783,0.023530497,0.020951612,0.017558312,0.016086138,0.023107575
11-06-1921,0.033752287,0.066469645,0.046149796,0.046149796,0.045401656,0.041136906
13-06-1921,0.035489885,0.03135053,0.021605779,0.024541109,0.035627178,0.031826432
14-06-1921,0.020498522,0.031748698,0.030041785,0.024923408,0.026317308,0.030305349
15-06-1921,0.030077455,0.024371637,0.019355443,0.023867481,0.018893949,0.020726131
16-06-1921,0.060809005,0.048318577,0.046297174,0.033152207,0.037139547,0.038124058
17-06-1921,0.019954615,0.030524458,0.026378566,0.024692613,0.025975486,0.022472856
18-06-1921,0.04594989,0.028848154,0.05161427,0.043283418,0.046761766,0.04489532
20-06-1921,0.047477271,0.046136683,0.012539349,0.026626475,0.039530839,0.030305349
21-06-1921,0.037919235,0.041090415,0.022117805,0.023347364,0.026248226,0.030077455
22-06-1921,0.032285663,0.025891414,0.023347364,0.021639175,0.022989518,0.026863642
23-06-1921,0.021605779,0.0211562,0.017474631,0.020392864,0.023286951,0.027398974
24-06-1921,0.019712541,0.022472856,0.017586385,0.017446914,0.023347364,0.014888612
25-06-1921,0.019238762,0.025683595,0.024097552,0.023867481,0.020998147,0.022472856
27-06-1921,0.018576386,0.022472856,0.025849581,0.030426687,0.031748698,0.035179507
28-06-1921,0.063384332,0.053257177,0.043778034,0.039872391,0.046776065,0.041781534
29-06-1921,0.054423982,0.053435081,0.086720975,0.067073377,0.03646968,0.036943515
30-06-1921,0.042629405,0.046365921,0.034345158,0.040491361,0.039220713,0.034168896
01-07-1921,0.027487583,0.034066555,0.037191028,0.033792435,0.027702603,0.036557596
05-07-1921,0.0386928,0.042559614,0.043485112,0.051807742,0.056833475,0.053776397
06-07-1921,0.034191365,0.036179657,0.022016131,0.044149785,0.025975486,0.035281814
07-07-1921,0.031908668,0.03875801,0.026317308,0.036367644,0.03646968,0.041890942
08-07-1921,0.024815169,0.046909773,0.016260521,0.016502025,0.022347299,0.015666117
09-07-1921,0.033280942,0.030052345,0.027666533,0.030254408,0.041730672,0.026179506
11-07-1921,0.023530497,0.027120306,0.026060107,0.023451661,0.019635975,0.023716527
12-07-1921,0.049109704,0.051039884,0.036310224,0.032470385,0.035377839,0.02831592
13-07-1921,0.04403227,0.039406202,0.026095111,0.028393075,0.025975486,0.039511312
14-07-1921,0.044588477,0.044864446,0.021978907,0.024292693,0.028911343,0.034656934
15-07-1921,0.039220713,0.039399035,0.026752185,0.048474757,0.01020417,0.036723833
16-07-1921,0.021440331,0.019712541,0.027908788,0.037979248,0.022642477,0.038190799
18-07-1921,0.026626475,0.031010237,0.024884643,0.129104648,0.030229002,0.042761859
19-07-1921,0.023716527,0.025001302,0.021978907,0.020985435,0.017610518,0.028848154
20-07-1921,0.020586634,0.029852963,0.015625318,0.014528101,0.022472856,0.031140241
21-07-1921,0.034011375,0.014342875,0.02191011,0.026060107,0.022756987,0.026863642
22-07-1921,0.031698375,0.026921658,0.007770047,0.014551591,0.020202707,0.024273036
23-07-1921,0.016260521,0.021019367,0.010963305,0.006525309,0.010416761,0.014851758
25-07-1921,0.026231012,0.027893523,0.018838862,0.019640566,0.015873349,0.025190249
26-07-1921,0.017843134,0.017843134,0.012500163,0.02449102,0.005390849,0.025190249
27-07-1921,0.033204631,0.036599152,0.015504187,0.014742282,0.005390849,0.033379222
28-07-1921,0.020265697,0.023641763,0.030490167,0.027354883,0.034809405,0.027814688
29-07-1921,0.040166042,0.020817405,0.012384059,0.016529302,0.049596941,0.023167059
30-07-1921,0.027939369,0.016181583,0.042425844,0.006644543,0.011331566,0.010443959
01-08-1921,0.01944956,0.022117805,0.030254408,0.023373351,0.031748698,0.031826432
02-08-1921,0.012779727,0.01246122,0.011874609,0.005046268,0.021053409,0.014528101
03-08-1921,0.019293203,0.021944454,0.017007213,0.016807118,0.013072082,0.016929062
04-08-1921,0.03127827,0.022472856,0.01555779,0.018787914,0.021277398,0.019705071
05-08-1921,0.026757449,0.026060107,0.031471129,0.024264622,0.035186309,0.030077455
06-08-1921,0.018472398,0.016340233,0.023071121,0.021202208,0.019257817,0.017789542
08-08-1921,0.018137348,0.012053179,0.015775963,0.015748357,0.00820798,0.015113638
09-08-1921,0.016234123,0.014252023,0.013841051,0.010380716,0.016216572,0.009950331
10-08-1921,0.030771659,0.034703798,0.040180077,0.047418892,0.035281814,0.03509132
11-08-1921,0.029222859,0.031849826,0.026433257,0.019625964,0.01648389,0.020202707
12-08-1921,0.016077517,0.020521636,0.014035318,0.023319442,0.019257817,0.025317808
13-08-1921,0.009693129,0.007955491,0.007079676,0.005439723,0.025246783,0.015464226
15-08-1921,0.016103408,0.014252023,0.012356733,0.007246409,0.025752496,0.01825344
16-08-1921,0.027576768,0.027223459,0.032088315,0.03489794,0.046792162,0.034531984
17-08-1921,0.028170877,0.031073637,0.018248682,0.05225069,0.012012156,0.016349138
18-08-1921,0.030459207,0.033560196,0.035484582,NaN,0.030583423,0.030515544
19-08-1921,0.020478531,0.025446666,0.019231362,NaN,0.030771659,0.025176155
20-08-1921,0.032733327,0.034308682,0.011560822,NaN,0.015037877,0.013793322
22-08-1921,0.033901552,0.035242152,0.03795522,0.015384919,0.029675768,0.02449102
23-08-1921,0.024014876,0.023770219,0.02450641,0.003809528,0.020680205,0.021622464
24-08-1921,0.018597324,0.021721823,0.016713481,0.013047715,0.020558727,0.016086138
25-08-1921,0.025232625,0.028264558,0.014815086,NaN,0.023461487,0.02396919
26-08-1921,0.014987791,0.018137348,0.018248682,NaN,0.017291497,0.021053409
27-08-1921,0.023334392,0.026317308,0.007352974,NaN,0.017291497,0.018445846
29-08-1921,0.011503824,0.01620781,0.007339482,0.003676475,0.020086759,0.013072082
30-08-1921,0.016611678,0.016366977,0.022388995,NaN,0.020680205,0.026597313
31-08-1921,0.024980483,0.023027333,0.026267927,NaN,0.017964555,0.021622464
01-09-1921,0.038777071,0.03840472,0.029413885,0.025927378,0.052337525,0.026386755
02-09-1921,0.027136541,0.023679086,0.033030526,NaN,0.028491956,0.026248226
03-09-1921,0.027136541,0.034703798,0.018553408,NaN,0.019972133,0.026179506
06-09-1921,0.028082969,0.018405428,0.025784117,NaN,0.027934777,0.02831592
07-09-1921,0.042095069,0.04573968,0.029468062,NaN,0.036367644,0.033379222
08-09-1921,0.02957414,0.025817683,0.025784117,NaN,0.04946063,0.04020642
09-09-1921,0.043017385,0.040637646,0.029199155,0.007434978,0.040273899,0.034401427
10-09-1921,0.030305349,0.038637793,0.021898685,NaN,0.031748698,0.029270382
12-09-1921,0.028082969,0.033642316,0.016651634,NaN,0.019100171,0.025001302
13-09-1921,0.029620248,0.032039354,0.016713481,NaN,0.02449102,0.022642477
14-09-1921,0.023167059,0.027192008,0.011029524,NaN,0.021622464,0.024938948
15-09-1921,0.018868484,0.021572485,0.014870162,NaN,0.019100171,0.017789542
16-09-1921,0.023905521,0.025001302,0.007518832,NaN,0.027175585,0.023107575
17-09-1921,0.019293203,0.028259337,0.017094433,NaN,0.024557851,0.02831592
19-09-1921,0.016000341,0.018868484,0.007662873,NaN,0.019418086,0.020998147
20-09-1921,0.014229489,0.020202707,0.018975901,NaN,0.011049836,0.023347364
21-09-1921,0.024175231,0.025398191,0.013500687,NaN,0.030944804,0.023842189
22-09-1921,0.0130295,0.016000341,0.009643276,NaN,0.020029282,0.00798939
23-09-1921,0.017728103,0.014162314,0.009551171,NaN,0.011363759,0.021108963
24-09-1921,0.027267126,0.023604558,0.007633625,NaN,0.011363759,0.020998147
26-09-1921,0.01639381,0.015974781,0.019418086,NaN,0.020202707,0.021277398
27-09-1921,0.01169604,0.01620781,0.011811161,NaN,0.01169604,0.008075414
28-09-1921,0.018597324,0.024571261,0.030153038,0.018386626,0.026827242,0.021799228
29-09-1921,0.027445977,0.032951911,0.028987537,NaN,0.018237588,0.027626066
30-09-1921,0.018787914,0.019770001,0.035755649,0.012793351,0.030397477,0.01648389
01-10-1921,0.026983087,0.029081209,0.014909754,0.010152371,0.019472103,0.01242252
03-10-1921,0.03716644,0.037311708,0.021322769,0.032391496,0.030431117,0.024692613
04-10-1921,0.044224894,0.044160896,NaN,0.028057953,0.027626066,0.022195732
05-10-1921,0.033542421,0.036491109,NaN,0.02045061,0.025317808,0.022642477
06-10-1921,0.032088315,0.034367644,NaN,0.032523192,0.016997576,0.020202707
07-10-1921,0.044690189,0.046439987,NaN,0.026505119,0.069795762,0.061875404
08-10-1921,0.023876249,0.019383867,NaN,0.022941569,0.030213779,0.026526754
10-10-1921,0.055364691,0.026156679,NaN,0.048790164,0.039339415,0.026526754
11-10-1921,0.037139547,0.037355787,NaN,0.048379571,0.038183787,0.036179657
13-10-1921,0.02029183,0.021196215,0.004535155,0.031681636,0.032403424,0.023286951
14-10-1921,0.037773485,0.030459207,NaN,0.029852963,0.017804625,0.010443959
15-10-1921,0.019974611,0.021721823,NaN,0.018888285,0.020680205,0.010416761
17-10-1921,0.055321866,0.051735674,0.009049836,0.034486176,0.063561481,0.048009219
18-10-1921,0.055569851,0.048094754,NaN,0.015234245,0.018519048,0.02710193
19-10-1921,0.045462374,0.038151766,NaN,0.026088436,0.015456258,0.018996501
20-10-1921,0.032601161,0.029413885,NaN,0.015234245,0.015408625,0.018945086
21-10-1921,0.037598414,0.032493833,NaN,0.017167804,0.024317308,0.010666768
22-10-1921,0.022472856,0.019767041,0.002270149,0.014973542,0.024243612,0.021277398
24-10-1921,0.037387532,0.039361074,NaN,0.042200354,0.033387016,0.029218546
25-10-1921,0.022141126,0.017637141,NaN,0.031090587,0.035612072,0.036462373
26-10-1921,0.023181381,0.026573751,NaN,0.014478019,0.020741484,0.013004084
27-10-1921,0.028118066,0.025226563,NaN,0.018888285,0.024243612,0.021220955
28-10-1921,0.022347299,0.026811257,NaN,0.020834087,0.038985447,0.028987537
29-10-1921,0.011954165,0.014998076,NaN,0.016461277,0.029764102,0.01825344
31-10-1921,0.013895545,0.015986131,NaN,0.020834087,0.021245109,0.018543578
01-11-1921,0.051587369,0.053077416,0.051183879,0.043858316,0.049545737,0.032435276
02-11-1921,0.025566781,0.022599832,0.017391743,0.019380452,0.012779727,0.011049836
03-11-1921,0.035718083,0.036022852,0.048254976,0.031130919,0.035316672,0.024966623
04-11-1921,0.033118933,0.029596432,0.035323761,0.025466606,0.029175489,0.022347299
05-11-1921,0.015810606,0.016965534,0.015300845,0.017459221,0.012779727,0.013793322
07-11-1921,0.031375123,0.033585246,0.026088436,0.024977283,0.03135053,0.029852963
08-11-1921,0.022084431,0.01922256,0.012848142,0.013270337,0.012345836,0.010695289
09-11-1921,0.028600615,0.029092961,0.019210836,0.018904155,0.009216655,0.010666768
10-11-1921,0.018993923,0.019048195,0.030239885,0.026719147,0.012345836,0.010695289
12-11-1921,0.03914759,0.028624495,0.021460051,0.020893448,0.012307848,0.008010724
14-11-1921,0.043626408,0.042064367,0.027749913,0.028384119,0.030583423,0.026597313
15-11-1921,0.023033648,0.029631798,0.017167804,0.01344881,0.02191011,0.016260521
16-11-1921,0.039891329,0.038857803,0.014783796,0.020853836,0.040190881,0.029611854
17-11-1921,0.019765349,0.02016567,0.01670185,0.01319529,0.021440331,0.013351333
18-11-1921,0.036606621,0.033777743,0.030962226,0.022347299,0.027398974,0.026526754
19-11-1921,0.026717388,0.022472856,0.020408872,0.03509132,0.012012156,0.0104713
21-11-1921,0.021014935,0.019731582,0.018349139,0.018349139,0.024170361,0.018397365
22-11-1921,0.017375837,0.012624153,0.008130126,0.009199697,0.015220994,0.013210232
23-11-1921,0.016319492,0.017778246,0.057392798,0.014598799,0.009049836,0.007863736
25-11-1921,0.016926907,0.019974611,0.024001152,0.018116438,0.01194044,0.020726131
26-11-1921,0.017079067,0.019214565,0.016360283,0.009182801,0.021180822,0.013072082
28-11-1921,0.024649135,0.023973751,0.01639381,0.016438726,0.018182319,0.013037994
29-11-1921,0.027423213,0.026576789,0.029352212,0.024052963,0.021440331,0.010443959
30-11-1921,0.033841163,0.031858054,0.031681636,0.025975486,0.01242252,0.018397365
01-12-1921,0.018397365,0.022090958,0.014598799,0.030605449,0.027482646,0.013004084
02-12-1921,0.017762456,0.01804948,0.025053502,0.018349139,0.021440331,0.010443959
03-12-1921,0.012400513,0.012848142,0.012320484,0.010969031,0.018349139,0.005194817
05-12-1921,0.013303966,0.01893344,0.014478019,0.011049836,0.018519048,0.015625318
06-12-1921,0.026139388,0.030717641,0.02960047,0.01492565,0.009331327,0.018445846
07-12-1921,0.024806049,0.026811257,0.012848142,0.007518832,0.018809332,0.010666768
08-12-1921,0.020092,0.025744875,0.037819633,0.024187226,0.021841742,0.023779192
09-12-1921,0.019030932,0.022828033,0.010362787,0.014815086,0.009273637,0.010443959
10-12-1921,0.011706572,0.015720848,0.010449416,0.012999255,0.006172859,0.005235614
12-12-1921,0.014493007,0.013163858,0.006309169,0.02450641,0.009302393,0.018445846
13-12-1921,0.017552414,0.013411019,0.017094433,0.01702974,0.018809332,0.016043125
14-12-1921,0.017650249,0.013471241,0.010810916,0.007633625,0.015748357,0.010723963
15-12-1921,0.017749182,0.020637789,0.012959145,0.017094433,0.018809332,0.010666768
16-12-1921,0.01113184,0.010657294,0.012848142,0.011342277,0.009302393,0.013245227
17-12-1921,0.010266072,0.012466769,0.004301082,0.011342277,0.006153866,0.013175421
19-12-1921,0.025036078,0.022928694,0.017094433,0.018904155,0.027398974,0.018397365
