Date,Range_W_F1,Range_W_F2,Range_C_F1,Range_C_F2,Range_O_F1,Range_O_F2
18-12-1928,0.011299555,0.006745388,0.007151401,0.006841532,0.00836825,0.004201687
19-12-1928,0.011338979,0.010947478,0.008358258,0.007986352,0.00836825,0.006322466
20-12-1928,0.004338402,0.00755354,0.00962703,0.00918491,0.006309169,0.006335818
21-12-1928,0.003472226,0.00420699,0.014354313,0.006865016,0.0104713,0.006335818
22-12-1928,0.004349724,0.003367007,0.003560835,0.005691535,0.00623055,0.004201687
24-12-1928,0.005231049,0.008410479,0.003560835,0.004571437,0.010449416,0.004219416
26-12-1928,0.005249356,0.007623925,0.025853379,0.015927527,0.014598799,0.010537505
27-12-1928,0.003502631,0.002536999,0.009237941,0.0067644,0.004123717,0.00836825
28-12-1928,0.007042283,0.006796968,0.010495723,0.005665738,0.006217637,0.006322466
29-12-1928,0.010657294,0.014586273,0.013010237,0.009101314,0.004140793,0.004219416
31-12-1928,0.010810916,0.010380716,0.025853379,0.014764607,0.00619197,0.006335818
02-01-1929,NaN,NaN,0.013667639,0.01102547,0.004210533,0.00623055
03-01-1929,NaN,NaN,0.00797725,0.006615239,0.00210305,0.002076844
04-01-1929,0.008613318,0.010101096,0.00797725,0.008830079,0.004210533,0.010427623
05-01-1929,0.008643096,0.009310266,0.011299555,0.010965022,0.006322466,0.00415801
07-01-1929,0.012248622,0.0102565,0.010209958,0.009884759,0.00210305,0.002076844
08-01-1929,0.014971658,0.012892314,0.006818208,0.006600684,NaN,0.004140793
09-01-1929,0.006175582,0.013805224,0.031217697,0.030207259,0.020576858,0.02045061
10-01-1929,0.011368728,0.011935351,0.028355226,0.028528084,0.016293639,0.016129382
11-01-1929,0.015571249,0.016027336,0.006500565,0.007341407,0.002026343,0.008032172
12-01-1929,0.01963358,0.024959698,0.030837106,0.025708357,0.016064603,0.017946643
14-01-1929,0.00768906,0.007490672,0.021009176,0.021331434,0.005982072,0.001982161
15-01-1929,0.024442852,0.023800877,0.018888285,0.017250555,0.010030174,0.00796817
16-01-1929,0.008340332,0.012170536,0.019885532,0.023268627,0.010010094,0.007952328
17-01-1929,0.009271031,0.009020151,0.012396853,0.013019713,0.011834458,0.013766196
18-01-1929,0.01342302,0.017150277,0.020202707,0.015717416,0.056941376,0.047673469
19-01-1929,0.009178204,0.011354542,0.013178092,0.015794998,0.013295542,0.015151805
21-01-1929,0.014864023,0.031594365,0.013272272,0.013875346,0.005730675,0.009532961
22-01-1929,0.009852296,0.011173301,0.019517826,0.018934298,0.017062025,0.018904155
23-01-1929,0.01148495,0.012779727,0.017320861,0.014859114,0.022388995,0.018622512
24-01-1929,0.029175489,0.026815487,0.020408872,0.020782539,0.015094626,0.016933613
25-01-1929,0.020668462,0.018576386,0.011094415,0.01464155,0.00554018,0.016651634
26-01-1929,0.020850795,0.016374635,0.018127385,0.019493795,0.014815086,0.012951152
28-01-1929,0.013476225,0.013132672,0.015314235,0.018784537,0.00747667,0.01492565
29-01-1929,0.012718772,0.013932114,0.016597891,0.017077261,0.024834132,0.017094433
30-01-1929,0.016103408,0.016451605,0.011322818,0.034243023,0.019011979,0.015123162
31-01-1929,0.01308277,0.011137744,0.013285837,0.012903405,0.016965534,0.018797546
01-02-1929,0.014598799,0.013433628,0.011322818,0.010983635,0.011385322,0.01319529
02-02-1929,0.012820688,0.009397093,0.013395357,0.015968403,0.011385322,0.011320876
04-02-1929,0.018422628,0.018765211,0.009360443,0.009077218,0.005719749,0.009460809
05-02-1929,0.011966637,0.013224619,0.023897241,0.025190249,0.011450507,0.015123162
06-02-1929,0.008824766,0.008597161,0.011488377,0.014170278,0.003838776,0.005708864
07-02-1929,NaN,0.020360923,0.011440582,0.01308524,0.005741643,0.013245227
08-02-1929,0.00888177,0.009441455,0.018731037,0.018127385,0.007662873,0.009460809
09-02-1929,0.008077588,0.008651253,0.009478744,0.009123226,0.009643276,0.005708864
11-02-1929,0.010454458,0.009397093,0.010615811,0.011218884,0.00583092,0.005730675
13-02-1929,0.005647453,0.007843177,0.007295499,0.008024115,0.007648221,0.01319529
14-02-1929,0.004017683,0.007028533,0.011452494,0.009031672,0.003838776,0.011342277
15-02-1929,0.016607736,0.011463633,0.014478019,0.015952482,0.023167059,0.020775063
16-02-1929,0.018779895,0.019712541,0.012618464,0.011105616,0.017769471,0.017291497
18-02-1929,0.013255555,0.014334459,0.007387896,0.007095823,0.016000341,0.015444322
19-02-1929,0.008664883,0.010662706,0.009518845,0.010152371,0.012145898,0.013632149
20-02-1929,0.014117882,0.014388737,0.011597389,0.01011131,0.013986242,0.021256839
21-02-1929,0.010168253,0.012844906,0.004192878,0.004028203,0.005970167,0.003831422
23-02-1929,0.008590447,0.011299555,0.004219416,0.005053068,0.006018072,0.009643276
25-02-1929,0.004676548,0.006015056,0.019048195,0.016194686,0.016129382,0.009737175
26-02-1929,0.005496677,0.007570059,0.019969134,0.021116923,0.004048589,0.015474197
27-02-1929,0.019802627,0.020603552,0.019948168,0.015022816,0.02045061,0.013474699
28-02-1929,0.012820688,0.015373093,0.009488738,0.010050336,0.016461277,0.011605546
01-03-1929,0.019324273,0.019313076,0.019864741,0.014962873,0.0166324,0.011605546
02-03-1929,0.011354542,0.013234915,0.00623055,0.007952328,0.035019026,0.011605546
04-03-1929,0.014493007,0.013142825,0.01252626,0.017982503,0.039547297,0.03722271
05-03-1929,0.008796538,0.008464845,0.015748357,0.016113138,0.023631605,0.030335997
06-03-1929,0.017699577,0.016260521,0.012645058,0.012133617,0.015300845,0.018462063
07-03-1929,0.017206488,0.018913093,0.007341407,0.009095565,0.00873368,0.010235504
08-03-1929,0.009868501,0.012678458,0.008342071,0.008032172,0.015005641,0.010131799
09-03-1929,0.009042396,0.011871924,0.014478019,0.014000229,0.017021688,NaN
11-03-1929,0.00737406,0.007892701,0.009292788,0.010000083,0.021322769,0.006054509
12-03-1929,0.02201475,0.023585999,0.007265211,0.010010094,0.021277398,NaN
13-03-1929,0.009685306,0.01246122,0.003113651,0.007010544,NaN,0.012072581
14-03-1929,0.024097552,0.01246122,0.008359505,0.006042314,0.006335818,0.004048589
15-03-1929,0.016620881,0.031626238,0.006256538,0.00402415,0.008474627,0.016293639
16-03-1929,0.011928571,0.015361285,0.007287903,0.007024615,0.004246291,0.043711433
18-03-1929,0.009539023,0.011543029,0.016807118,0.016277063,0.010695289,0.014388737
19-03-1929,0.008754533,0.011551919,0.017923516,0.013313049,0.008547061,0.014568416
20-03-1929,0.00886745,0.01169604,0.00643089,0.010427623,NaN,0.008421102
21-03-1929,0.010505147,0.014051753,0.009610325,0.010395104,NaN,0.00836825
22-03-1929,0.009772065,0.011825128,0.022545238,0.026111144,0.006403437,0.033901552
23-03-1929,0.002436055,0.004713284,0.009766762,0.011609629,NaN,0.012848142
25-03-1929,0.017291497,0.026390976,0.0130295,0.012658397,NaN,0.010695289
26-03-1929,0.016807118,0.017150277,0.040732103,0.050575598,NaN,0.059033532
27-03-1929,0.008396355,0.011447386,0.013318732,0.015102768,0.01342302,0.01754431
28-03-1929,0.040752668,0.045556532,0.003284075,0.016068905,0.015642777,0.015234245
30-03-1929,0.008576382,0.01413745,0.015267472,0.011720965,0.006749182,0.006486509
01-04-1929,0.022435507,0.021019367,0.01713104,0.015552413,0.015234245,0.008830079
02-04-1929,0.00826451,0.007255171,0.010846093,0.009419222,0.01754431,0.015677813
03-04-1929,0.016722798,0.016260521,0.022964377,0.016878038,0.008791265,0.01342302
04-04-1929,0.017595762,0.017150277,0.01224278,0.013971211,0.021882711,0.022422464
05-04-1929,0.025296458,0.020433894,0.011086588,0.012807005,0.015201161,0.008849615
06-04-1929,0.017850028,0.01565751,0.011148387,0.010752792,0.017354015,0.006644543
08-04-1929,0.011824462,0.009836145,0.025151681,0.028497971,0.060624622,0.036840569
09-04-1929,0.011976191,0.010757241,0.010787591,0.010405921,0.016360283,0.023480268
10-04-1929,0.036032386,0.034920316,0.010810916,0.013563067,0.016427474,0.017167804
11-04-1929,0.015670424,0.012759344,0.004324331,0.007295499,0.0102565,0.006444705
12-04-1929,0.020704673,0.016064603,0.020354211,0.016580691,0.020408872,0.017057983
13-04-1929,0.009117345,0.008032172,0.007450806,0.009273637,0.016096927,0.006362694
15-04-1929,0.021435281,0.021592202,0.007395702,0.008188377,0.029734599,0.020921265
16-04-1929,0.011410067,0.010288971,0.037659103,0.035420369,0.036515213,0.044640781
17-04-1929,0.01378214,0.011049836,0.022740558,0.019948168,0.033060862,0.038881788
18-04-1929,0.035762647,0.032260862,0.022691411,0.018829008,0.028927637,0.030174703
19-04-1929,0.022072203,0.0221775,0.012081421,0.011634187,0.027456846,0.024364439
20-04-1929,0.013582552,0.014802902,0.017505918,0.015798117,0.01670185,0.01754431
22-04-1929,0.016330402,0.013300279,0.013245227,0.010661082,0.012766131,0.017817843
23-04-1929,0.016358522,0.015813896,0.031498667,0.025947402,0.02123222,0.020067563
24-04-1929,0.013163858,0.011864546,0.013513719,0.017297729,0.014878064,0.00881063
25-04-1929,0.017683927,0.014474497,0.01471447,0.013043663,0.017021688,0.013245227
26-04-1929,0.009644967,0.009278852,0.014664673,0.016242913,0.017021688,0.015435808
27-04-1929,0.020381742,0.017895663,0.01348335,0.012931215,0.01067246,0.013129291
29-04-1929,0.017794064,0.022950434,0.011123585,0.007458745,0.017021688,0.023836448
30-04-1929,0.01164366,0.009470583,0.010039125,0.010695289,0.016985546,0.008639363
01-05-1929,0.009825894,0.010282867,0.018984378,0.01492565,0.047382704,0.021414095
02-05-1929,0.018642351,0.018708029,0.011148387,0.010649728,0.008130126,0.012820688
03-05-1929,0.015859363,0.014352294,0.00900907,0.007498696,0.022472856,0.006444705
04-05-1929,0.009773512,0.008489015,0.00796817,0.002164503,0.02308602,0.017467693
06-05-1929,0.01242252,0.012739026,0.025523427,0.027549952,0.012793351,0.013245227
07-05-1929,0.008126456,0.011240931,0.021053409,0.013363228,0.01494158,0.013363228
08-05-1929,0.018349139,0.019366802,0.019802627,0.019912162,0.006362694,0.017778246
09-05-1929,0.024460298,0.027077467,0.041206536,0.059668795,0.027749913,0.026787316
10-05-1929,0.023641763,0.021739987,0.013134517,0.018286224,0.015234245,0.022728251
11-05-1929,0.041990902,0.045670037,0.014285957,0.014781395,0.013245227,0.00911168
13-05-1929,0.017391743,0.023202897,0.011834458,0.01135086,0.020067563,0.016000341
14-05-1929,0.010612738,0.012975159,0.019965431,0.013544225,0.015573173,0.024916351
15-05-1929,0.012458235,0.013831479,0.043534939,0.012380575,0.043296806,0.024472857
16-05-1929,0.018191023,0.019346527,0.008144315,0.010129518,0.021187233,0.011123585
17-05-1929,0.017045867,0.017344113,0.021152375,0.030771659,0.023631605,0.020202707
18-05-1929,0.007648221,0.009216655,0.014117882,0.014882931,0.017391743,0.011274077
20-05-1929,0.015610073,0.027117136,0.00464038,0.010209958,0.010787591,0.020067563
21-05-1929,0.009852296,0.010461341,0.019918643,0.022858138,0.012959145,0.015677813
22-05-1929,0.015625318,0.014171234,0.022552885,0.022029876,0.015334364,0.015927527
23-05-1929,0.023438573,0.027398974,0.014117882,0.011481182,0.010929071,0.006779687
24-05-1929,0.024547133,0.02476317,0.011806513,0.01966518,0.015435808,0.006779687
25-05-1929,0.006839304,0.011363759,0.009456335,0.012798313,0.020157457,0.016000341
27-05-1929,0.019608471,0.019972133,0.015672412,0.023613848,0.011507607,0.042359274
28-05-1929,0.010896591,0.009597003,0.024571261,0.030177305,0.037740328,0.009685306
29-05-1929,0.018109147,0.020478531,0.014815086,0.015672412,0.028848154,0.028848154
31-05-1929,0.020576858,0.020969316,0.020305266,0.023677119,0.085264652,0.04489532
01-06-1929,0.016907414,0.01241066,0.013622502,0.008500355,0.024391453,0.014851758
03-06-1929,0.015504187,0.021718524,0.045191994,0.04554202,0.053315059,0.072716668
04-06-1929,0.012232568,0.013672088,0.066310001,0.117919359,0.048119248,0.046412042
05-06-1929,0.050693114,0.039509043,0.025887771,0.024418527,0.022728251,0.029784561
06-06-1929,0.059535765,0.057158414,0.033901552,0.035638515,0.025086834,0.023149182
07-06-1929,0.028772286,0.032088315,0.017621601,0.015217685,0.020202707,0.016000341
08-06-1929,0.040974074,0.046520016,0.024097552,0.021645867,0.008988825,0.011428696
10-06-1929,0.01831553,0.021978907,0.033042654,0.032718295,0.027212564,0.03019974
11-06-1929,0.014652277,0.014971658,0.035821276,0.041718454,0.048790164,0.028170877
12-06-1929,0.033711057,0.034114619,0.03157584,0.029754261,0.034605529,0.023530497
13-06-1929,0.037740328,0.040821995,0.021506205,0.019502243,0.011274077,0.009237941
14-06-1929,0.032601161,0.024783279,0.015102768,0.01085787,0.0067644,0.009237941
15-06-1929,0.022347299,0.021448543,0.022939291,0.018589928,0.0067644,0.011534153
17-06-1929,0.020484888,0.018826195,0.012094705,0.013230623,0.013667639,0.018735911
18-06-1929,0.01113184,0.008928631,0.023192646,0.022075952,0.011507607,0.011778699
19-06-1929,0.023420274,0.024336487,0.013043663,0.015234245,0.020572154,0.02085823
20-06-1929,0.023641763,0.020881376,0.012931215,0.012917295,0.009029407,0.016000341
21-06-1929,0.024119908,0.025859667,0.014001306,0.010752792,0.00449439,0.011402632
22-06-1929,0.030716055,0.032051249,0.023862304,0.020419839,0.0067644,0.020432039
24-06-1929,0.015118118,0.014499188,0.018231068,0.011708489,0.011173301,0.011248713
25-06-1929,0.037404182,0.031505373,0.015168221,0.018172601,0.00900907,0.015891367
26-06-1929,0.018174451,0.018257769,0.016172859,0.018056784,0.011376687,0.018265348
27-06-1929,0.018381262,0.01928781,0.01731645,0.015983292,0.025201792,0.018307147
28-06-1929,0.027302444,0.029575455,0.010810916,0.013837368,0.016147986,0.013730193
29-06-1929,0.020490695,0.020478531,0.014001306,0.010526413,0.025493849,0.020572154
01-07-1929,0.031155168,0.027212564,0.010810916,0.012779727,0.020619287,0.013544225
02-07-1929,0.01386504,0.009933857,0.012959145,0.011634187,0.013544225,0.017857617
03-07-1929,0.020816016,0.023997842,0.012889545,0.013677225,0.015677813,0.017738824
05-07-1929,0.01534557,0.017136282,0.025317808,0.03197797,0.049847806,0.045120435
06-07-1929,0.024567097,0.023473356,0.026248226,0.02756683,0.043296806,0.040388061
08-07-1929,0.033060862,0.034868826,0.021209703,0.022634711,0.035401927,0.030503454
09-07-1929,0.031852427,0.025853379,0.017999427,0.019497796,0.026787316,0.023836448
10-07-1929,0.028867984,0.027007201,0.01067246,0.012409673,0.008988825,0.015267472
11-07-1929,0.023859626,0.028505493,0.020202707,0.020576858,0.017937701,0.019629856
12-07-1929,0.017420598,0.015169952,0.010582109,0.01126484,0.04162704,0.023631605
13-07-1929,0.033170537,0.036716016,0.014737109,0.013258736,0.019334652,0.017021688
15-07-1929,0.016220956,0.019554788,0.041821495,0.039609138,0.043350441,0.043350441
16-07-1929,0.031498667,0.036422842,0.02709649,0.025416813,0.016736792,0.028749413
17-07-1929,0.049880083,0.045985113,0.025516595,0.028600615,0.02045061,0.034105612
18-07-1929,0.02505658,0.038384243,0.023669744,0.023033648,0.044451763,0.044451763
19-07-1929,0.042349306,0.045788661,0.021891421,0.01939925,0.01055976,0.028749413
20-07-1929,0.033382794,0.037740328,0.023104996,0.024451096,0.029980832,0.03135053
22-07-1929,0.041404915,0.043590436,0.024790561,0.029156584,0.027456846,0.035310003
23-07-1929,0.033752287,0.037120607,0.008776263,0.008608375,NaN,0.018538121
24-07-1929,0.037522439,0.039220713,0.018510027,0.020144566,0.006322466,0.012396853
25-07-1929,0.021568054,0.040255262,0.018564285,0.023033648,NaN,0.026668247
26-07-1929,0.030327234,0.027973852,0.027159768,0.027424887,0.006141268,0.026079713
27-07-1929,0.031386314,0.037426406,0.028225718,0.01989644,0.012170536,0.024146042
29-07-1929,0.027779564,0.032435276,0.017258338,0.015806931,0.001998003,0.036790209
30-07-1929,0.026668247,0.023288724,0.03994686,0.040629112,0.014184635,0.025466606
31-07-1929,0.032013868,0.025590622,0.024403358,0.02928882,0.040005335,0.042642119
01-08-1929,0.030983546,0.025566781,0.012270093,0.017442303,0.026770241,0.021164811
02-08-1929,0.031047682,0.028189346,0.028987537,0.023953241,0.031252544,0.028830826
03-08-1929,0.02045061,0.017493157,0.026641931,0.025524612,0.034105612,0.036768848
05-08-1929,0.024966623,0.024984863,0.028341978,0.02289382,0.028927637,0.020696882
06-08-1929,0.021157348,0.018030539,0.043331716,0.048942615,0.049494638,0.053042736
07-08-1929,0.020931836,0.021799228,0.032034771,0.021864484,0.02289382,0.022814678
08-08-1929,0.057751057,0.053690133,0.023576731,0.015504187,0.022642477,0.020576858
09-08-1929,0.029073982,0.022441334,0.021297998,0.016615128,0.018538121,0.018975901
10-08-1929,0.02829675,0.019581045,0.021339316,0.020834087,0.024692613,0.017062025
12-08-1929,0.014881227,0.013338211,0.020865138,0.023505356,0.023430252,0.029270382
13-08-1929,0.028987537,0.023793985,0.037171532,0.030207259,0.038881788,0.035576875
14-08-1929,0.027315811,0.027125146,0.043071254,0.038631413,0.045610511,0.035718083
15-08-1929,0.020494076,0.01711882,0.016907414,0.024097552,0.021187233,0.017595762
16-08-1929,0.034931418,0.035667119,0.017561427,0.02256506,0.032789823,0.013371737
17-08-1929,0.020187601,0.016878038,0.017291497,0.013285837,0.022381402,0.02450641
19-08-1929,0.030415089,0.026650023,0.017425417,0.016427474,0.022611446,0.017126965
20-08-1929,0.013461061,0.012048339,0.024427204,0.022798915,0.008421102,0.019268419
21-08-1929,0.028573372,0.024908726,0.023347364,0.02374918,0.021053409,0.021297998
22-08-1929,0.025001302,0.022814678,0.023484445,0.035163912,0.021322769,0.015717416
23-08-1929,0.038810841,0.035705578,0.016593841,0.019339025,0.012793351,0.015655897
24-08-1929,0.027315811,0.026364192,0.011753318,0.020202707,0.019251931,0.023530497
26-08-1929,0.015772013,0.015482364,0.026721036,0.023410738,0.01754431,0.00796817
27-08-1929,0.015106027,0.014846508,0.030469187,0.024391453,0.026202372,0.013902905
28-08-1929,0.01611082,0.016517431,0.013632149,0.014155949,0.038714512,0.019685675
29-08-1929,0.022954336,0.022167515,0.011673284,0.024146042,0.034118448,0.029156584
30-08-1929,0.010744539,0.011477888,0.015504187,0.014888612,0.0268889,0.024645797
31-08-1929,0.026770241,0.028532606,0.011650617,0.011893104,0.014329826,0.01492565
03-09-1929,0.018113703,0.015460603,0.009615459,0.017630231,0.024194729,0.016651634
04-09-1929,0.009726975,0.011173301,0.009652585,0.007920833,0.024146042,0.024187226
05-09-1929,0.017804625,0.017391743,0.005774799,0.017928767,0.008032172,0.014897855
06-09-1929,0.012075618,0.010619569,0.015355388,0.028814711,0.011928571,0.018587896
07-09-1929,0.009800305,0.009936207,0.005780363,0.008915364,0.029270382,0.025736715
09-09-1929,0.015083242,0.017045867,0.009699397,0.011904903,0.009643276,0.010909199
10-09-1929,0.010526413,0.012730016,0.008683123,0.008941937,0.009643276,0.010929071
11-09-1929,0.008982096,0.008462674,0.005747142,0.009813621,0.013371737,0.014388737
12-09-1929,0.0067644,0.005673774,0.018243425,0.0166916,0.013270337,0.016114941
13-09-1929,0.016381602,0.018271766,0.005808342,0.009910884,0.007648221,0.007233305
14-09-1929,0.014598799,0.017259662,0.008750664,0.020080996,0.007662873,0.010909199
16-09-1929,0.009604802,0.006968669,0.008750664,0.016096927,0.021297998,0.020092
17-09-1929,0.004467617,0.009132484,0.011650617,0.016113138,0.013793322,0.0166825
18-09-1929,0.028681211,0.025624178,0.019380452,0.018090946,0.013712262,0.011049836
19-09-1929,0.025376217,0.024585475,0.012652237,0.015113638,0.011764842,0.020427823
20-09-1929,0.013730193,0.015804927,0.010800301,0.012232568,0.001986098,0.009354605
21-09-1929,0.013709278,0.013654542,0.016941113,0.011369632,0.003992021,0.013245227
23-09-1929,0.009245058,0.009444313,0.026290695,0.01242252,0.017804625,0.018868484
24-09-1929,0.008597161,0.008849615,0.020598051,0.0104713,0.005934736,0.015123162
25-09-1929,0.013193827,0.016164937,0.023675836,0.020834087,0.013739176,0.016997576
26-09-1929,0.010954726,0.014142402,0.023905521,0.009197817,0.038027396,0.018484815
27-09-1929,0.015748357,0.015760176,0.019802627,0.015392813,0.015094626,0.022182056
28-09-1929,0.015432405,0.018349139,0.010152371,0.005194817,0.019268419,0.005633818
30-09-1929,0.014700458,0.013206355,0.013164747,0.018653391,0.032476589,0.011236073
01-10-1929,0.009404458,0.013413018,0.011322818,0.010821552,0.01302344,0.007079676
02-10-1929,0.029170377,0.029182767,0.014373964,0.010789707,0.011173301,0.00531445
03-10-1929,0.017791426,0.015559013,0.013436895,0.012865096,0.011236073,0.014285957
04-10-1929,0.014771317,0.009866183,0.01242252,0.010885808,0.003766483,0.005400553
05-10-1929,0.024563944,0.019858809,0.004111003,0.004914015,0.00375235,0.008952611
07-10-1929,0.012039273,0.009295741,0.019659195,0.016790518,0.001881468,0.018116438
08-10-1929,0.007423939,0.007057192,0.011452494,0.006927291,0.01344881,0.012739026
09-10-1929,0.014771317,0.012649501,0.012487155,0.011881328,0.005730675,0.007233305
10-10-1929,0.012569482,0.010544913,0.011560822,0.009990093,0.015414563,0.010969031
11-10-1929,0.012468075,0.011157717,0.009498752,0.004004009,0.007767029,0.009216655
14-10-1929,0.016930842,0.013282264,0.018037624,0.016129382,0.025466606,0.016807118
15-10-1929,0.008888947,0.008444807,0.01067246,0.010131799,0.017769471,0.016933613
16-10-1929,0.014815086,0.01892801,0.016138059,0.017320861,0.021935077,0.018904155
17-10-1929,0.011904903,0.009164675,0.015168221,0.0102565,0.012072581,0.015384919
18-10-1929,0.030190972,0.028532606,0.02171638,0.020534602,0.012000144,0.011450507
19-10-1929,0.018490511,0.015988713,0.012134732,0.00832471,0.006054509,0.007707167
21-10-1929,0.015361285,0.017366572,0.013172529,0.015472201,0.020121403,0.017291497
22-10-1929,0.016464504,0.011825711,0.014077114,0.011207453,0.017804625,0.01702974
23-10-1929,0.02048929,0.017791426,0.034899943,0.031716213,0.019802627,0.022728251
24-10-1929,0.01560094,0.014706147,0.044451763,0.026972589,0.047091608,0.038991294
25-10-1929,0.033901552,0.026707819,0.019715863,0.020619287,0.028341978,0.024834132
26-10-1929,0.0924251,0.086873854,0.02614528,0.017481165,0.022067094,0.011342277
28-10-1929,0.044303108,0.039220713,0.016242913,0.021396639,0.029852963,0.020775063
29-10-1929,0.017872125,0.017577831,0.013057857,0.011322818,0.02449102,0.017425417
30-10-1929,0.031648211,0.023195952,0.022939291,0.020576858,0.018127385,0.021093783
31-10-1929,0.04062297,0.035306814,0.020574629,0.013285837,0.014014243,0.013295542
01-11-1929,0.036252985,0.027644644,0.012015437,0.011334485,0.010010094,0.011385322
02-11-1929,0.023347364,0.019904822,0.009895628,0.008281621,0.014070584,0.005730675
04-11-1929,0.015552413,0.008836582,0.011148387,0.00836825,0.014329826,0.009718249
05-11-1929,0.010912033,0.007401958,0.011274077,0.00845671,0.018770103,0.017734455
06-11-1929,0.028710106,0.018904155,0.018100042,0.02123222,0.029980832,0.024194729
07-11-1929,0.017206488,0.016235378,0.023530497,0.026386755,0.042559614,0.040328045
08-11-1929,0.031537884,0.027398974,0.015748357,0.016949558,0.023480268,0.024049255
09-11-1929,0.03132985,0.024078833,0.014764607,0.024378526,0.017167804,0.01011131
12-11-1929,0.027330894,0.027292142,0.018735911,0.020799874,0.054808236,0.049102713
13-11-1929,0.020034059,0.015014111,0.139606835,0.030805516,0.03931142,0.038881788
14-11-1929,0.039220713,0.027195743,0.011520865,0.009788006,0.00900907,0.008438869
15-11-1929,0.042484265,0.041707463,0.011520865,0.013043663,0.015607898,0.014659948
16-11-1929,0.013853035,0.01308277,0.028427156,0.026897802,0.021978907,0.018692133
18-11-1929,0.0102565,0.00888177,0.021289319,0.022258471,0.023940208,0.024641904
19-11-1929,0.029327615,0.027702603,0.017897569,0.016949558,0.036523931,0.026505119
20-11-1929,0.027195743,0.025712363,0.014484933,0.006362694,0.032365285,0.02045061
21-11-1929,0.018876227,0.030962226,0.02321829,0.013735028,0.014878064,0.008080852
22-11-1929,0.018876227,0.020922886,0.011173301,0.022496932,0.019251931,0.014184635
23-11-1929,0.013726497,0.009160369,0.01695914,0.010799241,0.012931215,0.018386626
25-11-1929,0.028353459,0.021440331,0.0102565,0.010846093,0.012959145,0.018386626
26-11-1929,0.026863642,0.023838115,0.006865016,0.009788006,0.019672766,0.006179216
27-11-1929,0.015416127,0.014554068,0.00912207,0.004324331,0.030907537,0.00826451
29-11-1929,0.01712231,0.016910472,0.0102565,0.008602204,0.008714652,0.012245051
30-11-1929,0.009756175,0.007657005,0.018141087,0.020202707,0.023836448,0.026184779
02-12-1929,0.012759344,0.009770841,0.023530497,0.014768201,0.021414095,0.012024193
03-12-1929,0.030650729,0.023023668,0.015267472,0.013436895,0.020877585,0.011787956
04-12-1929,0.013265899,0.011834458,0.01423122,0.012409673,0.014598799,0.015686596
05-12-1929,0.021440331,0.018149319,0.010016778,0.005238357,0.017021688,0.00796817
06-12-1929,0.016910472,0.021819047,0.013393057,0.016789481,0.01713104,0.018054653
07-12-1929,0.015686596,0.014881227,0.010016778,0.00836825,0.015005641,0.014070584
09-12-1929,0.015748357,0.017183837,0.010095431,0.011597389,0.013043663,0.014271394
10-12-1929,0.019849798,0.015736556,0.018920987,0.010537505,0.013043663,0.006079046
11-12-1929,0.028284714,0.030536724,0.01116083,0.010638398,0.024097552,0.02672307
12-12-1929,0.014694142,0.015432405,0.011148387,0.006362694,0.019934215,0.01242252
13-12-1929,0.024774182,0.017934204,0.006644543,0.010582109,0.022173857,0.018692133
14-12-1929,0.026535554,0.023493641,0.010106768,0.009661911,0.009029407,0.008438869
16-12-1929,0.015670424,0.016336419,0.015607898,0.012820688,0.022472856,0.023134575
17-12-1929,0.016013827,0.012718772,0.013245227,0.006362694,NaN,0.018770103
18-12-1929,0.020965128,0.019802627,0.007688121,0.004232811,0.013129291,0.010320009
19-12-1929,0.017348638,0.016387413,0.011013327,0.011733468,0.008849615,0.023134575
20-12-1929,0.009034969,0.010878118,0.026317308,0.012931215,0.011049836,0.019169916
21-12-1929,0.022566775,0.022223137,0.013072082,0.011733468,0.017391743,0.025479085
23-12-1929,0.024861975,0.023587918,0.017429635,0.009620598,0.034861918,0.016807118
24-12-1929,0.021685587,0.022223137,0.015102768,0.006355954,0.004228336,0.01639381
26-12-1929,0.016611678,0.017391743,0.016402773,0.008528836,0.017021688,0.010320009
27-12-1929,0.026475674,0.00911168,0.008791265,0.005356199,0.008528836,0.004140793
28-12-1929,0.023099394,0.019048195,0.015607898,0.007539077,0.008602204,0.014598799
30-12-1929,0.006410278,0.00537017,0.029581224,0.010775966,0.046212843,0.018770103
31-12-1929,0.023081009,0.022814678,0.012798313,0.003241494,0.033901552,0.014598799
02-01-1930,0.015025985,0.024991835,0.011885607,0.011476391,0.014568416,0.016129382
03-01-1930,0.011227063,0.013092216,0.009830773,0.009478744,0.006309169,0.010214593
04-01-1930,NaN,0.007757991,0.005503591,0.003176286,0.004219416,0.008196767
06-01-1930,NaN,0.013122535,0.00659343,0.007395702,0.006309169,0.012270093
07-01-1930,0.008163311,0.011769457,0.006644543,0.008528836,0.00845671,0.012320484
08-01-1930,NaN,0.007770047,0.009895628,0.005305052,0.004210533,0.006141268
09-01-1930,NaN,0.012509936,0.016242913,0.014675316,0.010449416,0.006103783
10-01-1930,NaN,0.023641763,0.017297729,0.015715357,0.012578782,0.016360283
11-01-1930,NaN,0.017530329,0.016260521,0.013677225,0.002081166,0.01639381
13-01-1930,0.008257685,0.015194215,0.00972455,0.007341407,0.006322466,0.004115232
14-01-1930,NaN,0.016793677,0.015070253,0.00938974,0.008421102,0.014329826
15-01-1930,NaN,0.009677495,0.01754431,0.015881753,0.004237294,0.010320009
